,voted
18472,0
7282,1
23286,0
20937,1
4705,1
19548,0
43095,0
35184,0
15787,1
23128,1
49050,1
49849,1
37028,0
12396,0
17938,0
26863,1
18221,1
51779,0
14804,0
46420,0
12345,1
17167,0
14479,0
2359,1
40736,0
25241,0
15411,1
41023,0
3355,1
46826,1
3061,0
40377,1
27662,1
54197,1
33073,1
11170,0
35080,1
18614,0
24104,0
18552,1
19491,1
51714,1
35112,1
53621,1
26734,0
8788,1
40263,0
3508,1
36625,1
28044,1
26851,0
52180,0
33831,0
22055,0
17353,1
9286,1
20290,1
5058,0
34994,0
30076,1
39634,1
46577,1
38096,1
16479,1
37230,0
23207,1
19141,0
53575,1
31851,1
10553,0
34886,1
40471,0
26839,0
37811,0
52099,0
36157,0
52351,1
43440,0
15280,1
27300,0
13785,1
2422,1
4175,0
7016,1
21810,0
49876,1
34912,1
44346,0
10180,1
22211,0
14695,0
13328,1
25593,0
1342,1
7093,1
42497,1
24761,1
24062,1
14821,0
19531,1
5608,0
48019,0
221,1
7686,1
20776,0
22620,0
50896,0
15731,1
44612,1
24833,0
49466,1
27856,0
22822,1
27103,0
44680,1
37884,1
745,1
41374,0
2097,1
42802,1
43652,1
47065,1
19595,0
52938,0
50419,0
34182,0
27440,0
670,0
7380,0
14282,1
21938,1
7129,0
45765,0
43805,0
13743,1
9215,1
4897,1
5189,1
52289,0
11499,1
29848,1
4811,1
50851,0
26892,0
14346,1
51782,0
46940,1
36320,0
5398,1
45473,0
18740,1
4505,1
4641,0
53909,0
48510,1
49720,1
19980,1
48532,0
2365,0
9404,0
37367,0
42730,1
25129,1
15702,1
39961,0
6638,1
53617,1
30039,0
46041,0
17096,1
21714,0
28240,0
37191,1
40401,0
35059,1
19946,1
50733,1
44139,0
21989,0
40226,1
52921,0
2043,1
31801,0
11668,1
27578,0
16593,0
12411,1
28602,0
3996,1
46363,0
44448,1
18091,1
25307,0
28503,0
28597,0
52950,0
24937,1
51004,1
54212,0
49364,0
28386,1
40631,0
13124,1
7228,1
3403,0
44128,1
41489,0
50866,0
22238,1
51211,0
35814,0
40311,0
11974,1
28000,1
26350,0
23186,0
45656,0
17234,1
6201,1
27512,1
41259,1
47253,0
37115,0
5638,1
34318,1
17544,1
10608,1
41691,1
28347,0
37111,0
5863,1
47625,0
38988,0
6215,1
49428,1
41472,0
3083,1
20396,1
11393,0
35779,0
33030,1
29301,1
4787,1
10596,1
4835,1
2037,0
23270,0
29337,1
51383,0
43048,0
51722,0
35849,0
44608,1
8792,0
50663,0
53393,0
10524,0
27029,1
1625,0
7794,1
27076,1
20186,0
31681,0
35639,0
39178,1
22124,0
36383,0
45868,0
1229,1
37544,1
5843,0
137,1
51995,1
43233,0
28296,0
37333,1
40259,1
53360,1
30716,1
22307,1
36226,0
52987,0
44996,1
32584,0
22054,0
44390,0
4638,0
19237,0
18692,0
35914,1
27967,1
23497,1
38081,1
11838,1
19832,0
14601,1
13531,1
54698,0
18625,0
3867,1
34589,0
109,1
43328,1
628,1
49292,1
36576,0
8623,1
17186,0
962,0
20309,1
43210,1
41015,1
52390,0
37003,0
3843,0
54141,1
25464,1
16910,1
51662,1
41318,1
9982,0
29780,1
13706,1
41819,0
42042,0
136,0
43569,1
20844,1
28999,0
2424,1
42094,0
39670,0
12256,0
4635,1
14929,0
15945,1
5599,0
14551,0
21585,0
1341,1
29419,0
22033,0
54129,0
6944,1
42587,0
46268,0
16893,1
38960,1
12029,0
14645,1
31488,1
26942,0
13222,1
18726,1
47508,1
9537,1
42904,0
41085,0
47975,1
44646,1
27336,0
31486,0
27295,0
1502,1
33959,0
8559,1
24932,0
37419,0
51857,0
27673,1
12908,0
1303,0
21345,0
47471,1
28548,0
42640,0
29688,1
8528,1
35081,0
5390,1
1656,1
15343,0
27304,0
37647,0
28480,1
23160,0
22353,0
36071,1
31627,0
16519,0
53719,0
48363,1
48938,0
23510,1
45821,1
21646,1
29975,1
48374,0
46584,0
10143,1
38166,0
39028,1
15511,1
37268,1
5742,0
45160,0
22156,0
37843,0
14271,0
38854,1
15201,1
20879,0
29854,1
5288,0
24289,0
37640,0
54007,1
19807,0
14962,0
4885,0
1673,0
12729,1
36983,1
11852,1
15895,1
48310,1
20922,1
5128,0
54590,1
9386,1
2044,0
15472,0
5855,1
45875,0
20188,0
9936,1
20081,0
33203,0
20869,0
47507,1
48119,1
39085,1
12821,1
45323,1
20747,0
39168,0
34744,0
53671,1
2116,1
50471,1
7985,1
39285,0
3005,1
26562,1
18094,1
37699,0
17182,0
42914,1
26993,1
39602,1
40062,1
46012,1
21112,0
15439,1
27380,1
30317,1
26072,0
43497,1
11832,0
53752,0
39578,0
37560,1
17661,0
11192,1
536,1
17992,0
27119,0
17804,1
51890,0
18728,1
15667,1
32049,0
28593,1
20864,1
814,1
21629,1
52607,0
38141,1
45244,0
22046,1
52591,0
7347,0
47160,1
5995,0
6823,1
39707,1
42553,0
50855,1
51177,1
1907,1
18922,1
34714,0
48885,1
51512,0
50699,0
31287,0
8410,0
39003,0
32566,1
26234,1
2243,0
30015,0
19969,0
1107,1
41088,1
22717,0
52237,1
43185,0
26270,0
27020,1
28341,1
48227,0
26295,0
26663,0
28870,0
12925,1
47463,1
28244,0
43135,1
42784,0
21083,1
5067,0
53019,0
43363,0
48474,0
50817,0
17212,0
18158,0
2131,0
34010,1
20517,0
38542,0
8114,1
697,1
42283,0
38108,0
23603,0
53407,0
23753,1
36447,1
10795,0
19071,0
53648,1
22221,0
53417,1
51968,1
54715,0
1676,0
8913,1
23743,0
54127,0
15325,1
35286,1
51977,0
22788,1
9008,1
29003,0
14255,1
6284,1
16104,0
4675,1
26785,0
46860,1
20911,0
35158,0
20384,1
47973,0
22685,1
28539,1
16980,1
49056,0
24287,0
11314,1
7726,0
51530,1
27077,1
16561,1
12290,0
2090,0
15985,1
1854,0
37286,0
21801,0
16290,1
47857,1
32209,0
29041,0
52713,1
6036,1
20178,0
36261,0
15815,1
20276,1
50102,1
17314,1
36624,1
7518,0
1046,1
8094,0
38838,1
27414,0
18476,1
54266,0
31028,1
38521,1
29078,1
9157,1
52605,1
11080,1
20205,1
20772,1
6784,0
48399,0
45189,0
24751,1
13714,1
43020,1
10139,1
39092,1
16679,0
5544,1
19524,1
27001,0
42871,1
31132,0
7088,1
52711,0
43492,0
16540,1
54651,0
37528,0
34297,1
27060,0
12324,1
27225,0
1916,0
1207,0
6096,0
24947,1
44250,1
31457,0
14155,0
6293,0
7489,1
18524,0
21414,0
27358,1
50674,0
10894,1
38390,1
7753,0
52091,1
23466,1
14647,0
21158,0
16058,1
33967,0
42645,0
15140,1
10171,1
34535,1
37257,1
24159,0
33172,0
9756,1
47090,1
47044,0
50355,1
37807,0
6188,0
50340,1
12108,1
16111,1
16653,1
38945,0
3514,1
7885,0
43535,0
51694,0
31048,1
52693,1
30910,0
6484,0
12660,0
10263,1
29304,0
24217,1
54678,0
36961,1
52802,0
33506,1
28635,0
52527,0
29394,1
43748,0
15623,0
20848,0
27079,0
953,1
52725,0
1836,1
39480,1
43003,0
33827,0
43828,0
13849,1
7728,0
1843,0
40216,0
39597,0
42327,1
25333,0
54414,1
13567,0
47254,1
24725,0
11907,0
25897,0
51938,0
12872,0
26849,1
29015,0
20521,1
47768,0
46578,0
9687,0
37441,0
3431,1
43423,1
35465,1
19052,0
2311,1
52204,1
45594,1
34957,0
4470,1
3179,1
51461,0
39303,1
44637,1
51339,0
34001,0
51814,1
37327,1
48813,0
32680,0
48241,1
40149,1
22282,1
34436,0
38973,0
32194,0
20427,1
29767,1
9504,0
35645,0
11970,1
23462,1
5572,1
39571,0
17215,1
48511,1
6277,1
24053,1
22808,0
18821,0
32019,1
40411,0
45581,0
34165,0
23682,0
18277,0
9649,1
25362,1
23272,0
28755,0
38534,1
19953,1
38024,0
21440,1
50321,0
3040,0
24015,1
44824,0
13894,0
26651,1
47431,1
23257,0
44757,1
38771,0
19752,1
1216,0
48947,0
36552,0
53976,1
3298,1
53402,0
14744,1
35870,1
20993,1
33720,0
36525,1
26266,1
26338,0
34043,0
39488,0
6081,1
26391,0
39126,1
43310,1
37568,0
27340,0
1803,1
5236,1
37938,0
20905,0
19242,0
52611,0
26433,1
23446,1
27260,0
17087,1
51937,0
8465,1
39339,1
46667,0
1492,0
15261,1
44980,0
15186,1
48174,1
36771,0
26032,0
31707,1
23740,0
15480,1
25479,0
33703,0
3542,1
18945,1
42618,0
34103,0
27317,1
13947,1
47008,1
32101,0
11745,1
36077,0
13408,0
29437,1
10306,1
49181,1
6519,1
5685,1
28573,0
2337,1
29760,1
8663,0
54090,0
33579,1
48759,0
45430,0
44902,0
29462,0
2592,0
9803,0
46634,1
605,0
2112,0
15223,1
41732,0
33739,0
4214,1
24202,1
9123,0
17638,1
32086,0
17593,0
15798,0
10179,1
33148,1
10861,1
9759,0
10094,1
14857,0
42245,0
44671,1
8820,1
16166,0
12588,0
38585,1
14699,1
39759,0
1926,1
27998,1
29046,1
42392,0
19501,0
34223,0
1550,1
7919,1
14680,0
41034,1
16312,0
52119,1
2466,0
23604,0
5949,1
37353,0
17749,0
25891,1
9407,0
53440,1
9653,0
4191,0
51420,1
46369,1
27974,1
8381,1
24587,0
5202,0
1710,1
18366,0
48874,1
49314,1
32242,0
44252,0
7895,1
33333,1
12441,1
17173,1
32535,0
46799,0
16110,1
44997,0
49211,0
26027,0
49500,1
21478,0
30725,0
44762,1
22611,0
33928,0
5367,1
20107,0
24627,0
37795,1
5549,1
43207,0
16735,1
17800,0
9702,1
15464,0
15849,1
44407,0
44542,1
12718,1
25777,0
22824,1
43960,1
31428,0
34889,0
10545,0
19204,1
47162,1
40497,1
34199,0
36766,0
34653,1
48318,0
21586,0
35532,0
693,0
6274,0
34360,1
48189,1
34833,1
24180,0
40334,1
24119,1
5216,1
30232,0
26833,1
45984,1
2763,0
44204,0
24133,1
25004,1
46968,1
27279,1
25601,1
12608,1
9904,1
17369,0
48246,1
48343,0
10119,0
22334,1
32060,0
40222,0
53143,0
45697,1
36442,0
18201,0
53345,0
24687,0
6455,0
46323,1
27940,0
49520,1
32133,0
27579,1
31883,1
9598,1
49004,1
20254,0
13774,1
15582,0
28669,1
20027,0
53797,0
19120,1
20109,1
46049,0
33647,1
8545,0
13944,1
51173,0
30395,0
22619,1
22314,0
41121,1
49474,1
19116,1
29897,0
40571,1
20236,0
6203,0
16464,1
49257,1
23708,0
12724,1
43913,1
22655,1
8988,1
54709,0
6136,0
54281,0
26186,1
2553,0
34331,1
43730,1
18565,1
51235,1
18491,0
22684,1
33258,1
33319,1
1585,1
14441,1
40974,0
43057,1
23215,0
22623,1
37010,1
40570,0
36477,1
42054,1
44118,0
26272,1
46344,1
12393,1
52729,1
13334,0
12929,1
1356,0
38082,0
25877,0
4457,1
14258,1
50634,1
2671,1
488,1
8740,1
17530,1
26447,1
6817,1
24509,1
19828,0
42031,1
44597,0
13244,1
52573,1
25010,1
3477,0
1443,1
50929,0
16994,1
21690,1
41049,1
14663,0
13657,0
26959,0
52134,0
25855,1
51558,0
27581,0
10027,1
42493,1
7013,1
1695,0
36970,0
19525,1
52317,0
40210,1
13481,1
52841,0
769,1
11489,1
31201,1
28668,0
43903,1
12224,1
31977,1
43428,1
28619,0
52177,0
15880,1
24991,0
7701,0
28339,1
33214,0
29825,1
14109,1
3189,1
27788,0
36282,0
28652,1
40439,0
36479,1
30718,0
29452,1
27802,0
1015,1
38728,1
51436,0
33370,0
15048,1
24598,1
35178,1
10183,1
23,1
15906,1
34481,0
31044,0
23573,1
41682,1
51146,0
30859,0
54499,0
22098,0
4048,0
22179,0
11715,0
17514,0
10860,1
38591,0
18581,1
41902,0
25323,0
21366,1
21768,0
16970,1
50786,1
38889,1
45819,0
26928,1
35214,0
40315,1
31387,1
45383,0
44881,1
24952,0
54713,0
37631,1
13254,1
39176,1
662,0
29671,1
50579,1
22920,0
41304,1
9854,0
12382,1
48601,0
35788,0
49654,1
12609,1
30098,1
46760,0
14200,0
31987,0
26969,1
10051,1
40330,1
10755,1
3367,0
51764,0
42985,0
48294,1
29346,0
35475,1
4525,0
15228,1
21299,0
29549,0
12268,0
46964,0
8803,1
10833,1
26804,1
49002,0
21461,0
48719,1
29660,0
13780,0
34039,1
19891,0
23833,0
734,1
48090,1
44685,1
42611,0
48407,0
8204,0
50414,0
24762,1
49697,1
12933,0
5823,1
45706,0
24964,1
2965,1
52808,0
44351,0
14307,1
53109,1
47701,1
16024,1
3836,0
36079,1
28390,0
45058,0
18925,0
41179,1
46044,0
37246,1
36040,1
41817,1
7449,1
25950,1
13791,1
54515,0
28031,0
27055,1
16088,0
48776,0
34987,0
25967,1
27797,0
52845,1
8701,0
1032,1
2169,1
37689,1
4385,1
22170,1
20590,1
11339,0
16904,1
6147,0
38183,0
14364,1
50018,0
19004,0
11488,1
8330,0
44167,0
37465,1
40853,0
43359,0
51399,0
31639,0
10823,0
21259,1
16520,1
29264,0
31905,0
51504,0
11728,0
28560,1
40655,0
44678,1
18110,1
9497,0
8654,1
8468,0
7003,0
41939,0
17875,1
31401,1
22483,1
18396,1
3211,1
33704,1
14760,0
9418,0
2163,0
34951,0
10500,1
36501,1
12571,0
15542,0
30421,0
13272,0
29014,1
46884,0
41853,0
21483,1
29545,0
41184,0
8292,1
18363,1
50946,0
3101,0
21409,1
26485,1
25958,0
24276,0
14515,1
1434,1
27559,0
6891,0
36767,0
35503,0
50356,1
26474,1
15292,1
25239,0
43639,1
29482,0
5167,1
43720,1
20945,0
386,1
1440,1
50977,1
48887,0
21993,1
46885,0
53198,0
26635,0
34571,0
7124,1
25024,0
45565,1
1025,1
13532,1
15785,0
15196,0
2710,0
24628,0
5311,0
24567,0
2195,0
51233,1
2369,0
29515,1
24170,1
9389,1
8091,1
7805,1
14828,0
12405,1
29360,0
41920,1
11720,1
4012,1
29494,0
52897,1
32759,0
28792,0
43366,0
40513,0
26854,0
53591,1
52485,1
35469,0
41113,0
20359,0
40949,1
15518,1
31997,1
49416,1
31134,0
33234,0
20315,0
34501,1
46635,1
45744,0
32959,1
15740,0
41978,0
54311,0
41410,1
11166,1
45567,1
49408,1
18473,0
4766,0
39066,1
40500,0
10832,1
14959,0
30248,0
7800,1
53731,0
9676,1
19313,0
5094,1
13095,1
7043,0
32460,1
41890,1
3937,0
31923,1
53905,1
39636,1
6506,1
26595,1
34135,0
36829,0
17170,1
54435,0
37200,0
31503,0
9770,0
23121,0
44279,0
47686,1
24752,1
33816,0
21029,1
49332,1
7290,1
34058,1
18474,1
45297,0
30026,0
39348,1
35691,1
28719,0
47182,0
20655,1
37532,0
32198,0
47687,0
17704,1
39163,0
37301,1
49584,1
50448,0
25656,0
36340,0
33716,0
24409,0
7930,1
8854,1
25606,0
52934,0
283,1
2530,0
50446,1
11392,1
32290,0
41467,1
13512,1
47725,1
11574,0
16834,1
19389,1
33493,1
2865,1
13968,0
21111,1
20369,0
35330,1
31649,0
48727,0
45622,0
48967,1
6373,0
31592,1
1171,1
18915,1
22523,1
19740,1
30779,1
49766,1
20096,0
52067,0
41835,0
50605,1
17010,0
22943,1
19102,1
43491,0
36841,0
13788,0
40823,1
33461,0
13940,1
41660,0
24296,0
25019,0
34469,0
25647,0
29531,0
5970,1
5063,1
50982,0
15301,0
15843,1
40274,0
1895,0
31657,1
19639,1
29131,0
47097,0
4671,1
32379,1
46023,1
24606,0
11210,0
17116,0
29440,1
43779,0
53810,1
29769,0
10496,0
47751,1
19324,1
28490,0
43128,0
42264,0
49321,1
36893,0
12071,1
22088,0
17410,1
35985,0
17439,1
53409,1
41152,0
7032,1
32364,0
2215,0
48674,0
21551,0
31841,1
22989,0
10088,1
5926,0
45023,0
40098,1
3762,0
51284,0
30139,1
15481,0
26949,1
8882,1
37745,0
37102,1
40461,1
323,1
33417,0
45214,0
9813,1
12698,1
9425,0
1584,1
44078,1
43948,1
49170,0
38429,0
40872,1
34324,0
47275,1
44264,1
26778,1
19633,0
17942,1
21769,0
19344,1
47138,1
40498,0
463,0
51152,0
7256,1
8416,0
9846,0
7279,0
37526,1
27222,0
22534,0
50003,1
17091,1
21602,0
2982,1
18183,0
23409,0
5071,0
3960,1
37599,1
21870,0
20547,0
8815,1
35762,0
17378,0
8855,1
45671,0
46544,0
35254,0
3272,0
10342,1
33899,1
3781,0
1091,1
42438,1
2933,1
34347,0
19823,0
2013,1
27176,0
16047,1
1237,1
2226,1
1998,0
12838,1
21758,0
4132,0
17918,0
35615,1
29644,0
41916,1
20821,0
46316,0
20374,1
22273,0
43147,1
1933,1
9447,1
24347,1
47011,0
9741,1
38925,1
14764,1
39172,1
34212,0
35976,0
298,1
24741,1
43170,0
51919,1
22401,0
20050,0
52919,0
13493,1
8282,0
30158,1
40342,1
5917,1
24181,0
47370,1
45057,1
8498,1
39138,1
44186,1
6874,1
48852,0
46745,0
15830,1
46353,0
18146,0
31730,0
34011,0
17874,0
19083,0
46561,1
51531,0
42604,0
6466,1
53683,1
4148,0
10537,1
6617,1
34205,1
16137,1
28814,0
6618,0
27636,1
52589,0
33664,0
4212,1
19996,0
47888,0
6224,1
47693,1
29855,0
26050,1
49664,1
38230,0
46914,1
34018,1
20086,1
40665,0
10521,0
18308,1
26771,1
45074,0
17412,1
5546,0
54477,1
43391,0
1267,1
10447,1
39584,0
2546,0
11215,1
45770,0
15931,0
51460,0
46276,1
45263,0
23403,0
34046,0
13139,1
27748,0
7939,1
31679,1
35009,0
27104,0
46601,0
50327,1
18939,1
20980,0
8957,1
18499,1
49137,0
52974,0
12394,1
38493,0
27905,1
5238,1
3635,1
6237,0
11846,1
14572,0
25499,1
831,1
15378,0
33014,0
36267,0
51941,1
25090,1
4542,0
11575,0
5787,1
37617,0
33223,1
8736,1
52657,1
19591,0
30960,0
3733,1
37186,0
36029,0
32585,1
32367,1
4833,1
39248,1
22815,1
5442,1
37386,1
46788,1
9083,0
15349,1
33947,0
30138,1
3108,0
32726,0
40088,0
14268,0
3658,1
34329,0
49439,1
30170,0
42388,1
5307,1
49919,1
20150,1
17915,1
17120,1
14036,1
39776,0
39797,0
27573,0
49198,1
19527,1
50256,1
20366,0
47924,1
40446,0
18918,1
39011,0
15574,1
23165,1
53410,1
23945,1
31676,0
31320,0
44649,1
13837,1
42169,0
15974,0
52799,1
42097,1
19522,1
10244,1
8513,1
5289,1
17982,0
52085,0
31810,0
27744,0
5355,1
44349,1
12318,1
35427,0
52107,0
18892,0
18564,0
37749,0
51036,0
45391,1
51319,0
52327,0
34219,1
20948,1
52694,0
41060,0
41016,0
41664,1
43446,0
18642,1
40709,0
21745,1
46816,1
52002,1
39758,1
8719,1
34723,1
23499,1
4606,0
23209,1
36929,0
51071,0
29872,0
27687,0
7594,0
41234,0
5049,0
28702,1
22396,0
6459,0
1017,1
29241,0
3964,0
14826,0
19075,1
47537,1
33807,1
44813,0
25250,1
46503,1
43011,0
2588,0
12046,1
41368,0
16021,1
44389,0
24967,0
16785,0
17103,0
746,0
34314,0
20192,1
35591,0
16692,0
44304,0
47042,0
51327,0
13126,0
14174,1
14526,1
28340,0
16658,1
34565,1
52182,0
33657,1
2695,0
13997,1
14913,0
29590,1
30788,0
37427,0
3152,0
13237,1
23903,1
18242,1
21077,1
12759,1
4300,0
33349,1
4199,0
5145,1
46071,0
30103,1
16114,0
15035,1
26332,1
28293,0
46472,0
21479,1
45347,0
52722,0
36441,1
19230,0
48446,0
41144,1
45663,0
5651,0
50709,0
44249,0
40233,0
13766,0
22381,0
3462,0
39221,0
26793,1
16402,1
29446,1
35010,0
7115,1
24911,1
33318,0
40812,1
15840,1
21089,0
20317,1
31969,0
51690,1
48581,1
8945,1
39998,1
37766,0
4135,1
6336,1
19672,0
24545,0
8391,1
50462,1
38342,0
37513,1
9698,1
42071,0
27886,0
34633,1
1756,1
22137,0
34711,0
12526,0
53398,0
43819,0
13936,0
12992,1
39489,0
37381,0
26013,1
49446,1
40384,0
20028,1
35902,0
9013,1
51470,1
44502,0
16905,0
32554,0
53126,1
11135,0
48277,1
35160,1
50651,1
54162,0
34256,0
52162,0
46743,0
53927,0
5318,1
22849,0
47480,0
48843,0
14944,1
11788,1
42785,0
38862,0
36462,0
31541,0
18104,1
31691,0
43000,1
37546,1
54085,0
41528,0
9932,0
47290,1
41340,0
15994,0
11053,0
48779,0
33572,1
6547,0
15089,1
44052,0
27920,0
49384,1
12113,1
43420,1
46144,1
557,1
6402,1
44740,0
39295,0
6706,0
10613,1
49569,1
13054,1
409,0
16923,0
40644,0
28330,1
20941,0
24163,0
39444,1
10980,1
23262,1
48686,0
10346,0
12752,0
3724,0
42337,0
25530,1
6205,1
3830,1
41720,1
46099,0
14755,1
32425,1
21891,1
32947,1
49908,1
1208,1
52976,0
15105,0
10558,1
23877,0
53480,0
21133,0
1428,1
32098,0
12245,0
54361,1
10968,0
33771,0
29536,0
2689,1
802,1
29025,1
51887,0
52622,0
15094,1
9339,1
37378,1
29156,1
2,1
33789,0
36331,0
29807,0
13599,1
7120,0
43818,0
13939,1
52613,1
33662,0
39026,0
18757,1
54576,1
48863,1
33784,0
48366,0
34260,1
27134,0
6557,0
23819,0
50085,1
36508,0
31542,0
254,0
21084,1
54047,0
45158,1
18737,0
30518,0
35303,1
13469,1
26008,0
286,1
43373,1
37700,0
34564,1
27252,0
30533,0
20841,0
34600,0
45686,1
54171,0
39665,0
3963,1
41174,1
33304,1
26865,1
2628,1
17507,1
29732,1
40690,1
20324,1
27638,0
27114,1
31041,1
20271,1
38201,0
29058,0
5112,1
8811,1
3439,1
24361,1
26475,1
26670,0
32917,1
33369,0
1781,1
20973,0
13978,0
22197,0
18163,0
26978,1
35990,0
13746,1
10198,1
51508,0
17079,1
18843,0
20635,1
1233,0
49090,0
48971,0
6127,1
46797,0
52717,1
49861,1
8231,0
9521,1
5782,1
40761,0
14509,1
42615,0
31614,0
11825,1
13608,0
44112,1
44652,1
40008,0
31159,0
32132,0
33293,1
914,1
34914,1
766,0
45661,1
18797,1
45642,1
25279,0
3506,1
27714,1
35115,1
32924,0
40224,1
52191,0
29016,1
19311,0
54356,1
45206,0
9915,1
54038,1
27632,1
501,1
25295,0
30506,1
39017,0
49575,1
52023,0
52964,0
29581,0
24249,1
54321,0
46812,1
35050,1
2238,1
53723,1
15894,1
23672,0
47555,1
22968,1
30474,1
49209,0
53582,1
12905,0
1775,0
43609,0
4999,1
52047,0
20447,0
23353,1
20854,1
48228,0
13515,1
11099,0
38010,0
3931,0
43635,0
18962,0
53804,0
31538,1
40080,0
11504,1
33694,1
32603,0
42739,0
44449,1
1768,1
53229,0
40164,0
24668,0
16627,0
20426,0
20786,1
18379,1
21883,1
16268,1
46845,1
27489,1
46822,1
24639,0
44986,1
42326,1
25763,1
34975,0
25437,0
46169,1
23054,0
23888,0
13656,1
15474,1
3323,1
24275,0
42124,0
41506,0
26893,1
11984,1
13643,1
44477,0
7405,0
9057,1
3303,1
50833,0
45019,1
50298,1
53121,0
48351,1
48850,0
52784,1
35,0
767,1
45010,1
28229,1
46730,0
21876,1
1864,1
54645,1
22915,0
4843,1
17877,0
25355,0
45503,0
5815,0
37778,1
42947,1
24139,1
35701,1
23260,0
35706,0
20130,1
26451,1
32773,0
34032,0
12323,1
2563,1
10360,0
400,0
46901,1
5352,1
45751,0
40759,1
3978,1
10623,0
30997,1
44184,0
45560,0
44805,1
14751,0
51187,0
20675,1
36899,1
53201,0
27478,1
3858,1
41555,0
48954,0
5182,0
52424,1
47211,0
5664,0
2968,0
18899,1
15245,0
48115,0
24503,1
29126,0
31409,0
37656,1
19597,0
18063,1
10985,0
12022,1
275,0
43116,1
39441,0
25130,1
25701,1
18969,0
27063,1
37414,0
24488,1
20669,0
4844,0
15019,1
22129,0
26530,0
46046,0
21831,1
33992,0
26861,0
27670,0
17592,0
41929,1
41582,0
50765,0
9745,0
47833,0
81,1
11966,1
42202,1
46334,1
45445,1
17404,0
15870,0
9051,1
47336,1
25934,0
2486,1
5064,0
41941,0
2969,1
51393,0
46452,0
53060,1
44467,0
27196,0
1739,1
13436,0
22529,0
52565,1
13298,0
17261,1
51117,1
15425,1
16128,0
42021,0
11824,1
4219,1
1504,1
40808,0
18089,1
27059,1
40423,1
40804,0
29005,0
30852,0
6218,1
6568,1
54586,0
20223,1
54451,0
11497,1
45050,1
34769,0
1858,0
25200,0
1750,0
4567,1
29266,0
19113,1
19422,0
36909,0
10272,1
21116,1
46994,0
31258,1
28865,0
29118,0
25217,0
47615,1
41275,0
15780,0
47210,0
20773,1
25989,1
11161,1
16285,1
13709,0
27864,1
4418,1
32115,0
47472,1
41556,1
53689,0
6669,0
9299,0
47382,0
17004,1
36933,0
41361,1
13576,0
29967,1
31204,0
11112,1
52849,1
19439,0
24532,0
28934,0
36822,0
38246,0
1885,1
36017,1
16437,0
26626,0
47531,1
33690,1
8234,0
43199,0
13187,1
53928,0
2055,1
6321,0
35616,1
53045,1
34533,0
39476,1
30941,1
49831,1
4211,1
7128,0
43483,0
44656,1
43255,1
10906,1
45630,1
34849,1
28621,0
33713,0
10021,1
14557,1
29076,1
32931,1
7663,0
16886,1
13950,1
28715,0
47307,0
1345,1
7354,0
24069,1
10735,1
49668,1
39324,0
8703,1
26250,0
10169,1
7177,1
31846,1
23244,0
22518,0
10780,0
48302,1
6178,0
44179,0
30120,0
13906,1
34476,0
24845,1
18424,0
42001,1
15524,0
16051,0
37771,1
27546,1
13803,1
3705,1
5263,0
8155,1
28103,0
23924,1
54592,0
29874,1
15143,0
37290,0
11828,1
50189,0
15169,1
31280,1
28834,0
12760,1
31102,1
37475,1
19897,0
44920,0
32253,0
35037,1
6581,1
47763,1
11554,0
42077,1
35661,1
21325,0
27241,1
24793,1
48993,0
46425,1
44872,1
22358,1
15490,1
42121,0
11097,1
10991,0
19257,0
27968,0
40580,1
9603,1
25760,1
35301,1
52525,1
1738,1
5832,1
38547,0
13289,1
34691,0
7410,0
17232,1
28314,1
9830,1
12218,1
4110,1
9147,1
12868,1
51258,1
26061,0
13533,0
9417,1
2387,1
47333,0
46900,1
50456,1
15860,0
22192,0
25246,1
4391,0
6234,0
23631,0
18108,0
30762,1
28320,0
31605,1
26586,1
32942,1
52439,0
11243,1
46990,0
6128,1
8090,0
5337,0
2086,1
21802,0
39332,1
53209,1
5192,0
33734,0
38758,1
8303,0
42164,0
3208,0
13888,1
10124,1
47697,1
51653,0
2011,1
19863,1
36005,0
52136,1
11880,1
34194,0
17584,0
40965,1
53337,0
32667,1
49805,1
18477,1
19479,1
15255,1
35066,0
22656,1
17371,1
26094,1
39057,0
1807,1
16678,1
33795,1
18891,1
5754,0
14270,0
33985,0
25667,0
10723,1
1804,1
9623,1
34609,0
43880,1
32074,1
14411,1
45613,1
26518,0
50500,1
38588,1
43194,0
25280,0
34660,1
22045,1
6736,1
35744,1
1709,0
7388,1
43833,0
22141,0
870,1
37885,1
27558,0
36534,0
29412,1
664,0
32244,0
25544,0
22004,0
54061,1
47301,1
47881,1
13951,1
454,1
36778,0
36646,0
7788,1
44164,0
40097,0
35927,0
11154,1
38533,0
28725,1
24534,0
51788,0
44385,1
53699,1
25358,1
51241,1
133,1
54125,1
12077,1
30208,0
40320,0
34662,1
27283,0
3598,1
54652,0
38047,0
42357,0
53419,1
47130,1
53039,0
53657,0
7424,0
5356,0
18494,0
48773,1
39352,1
34099,0
4320,0
13350,1
20876,0
13137,1
49667,1
49562,1
26637,1
48331,1
8551,0
14112,0
46137,0
35812,0
40847,0
35787,1
2119,0
7116,1
20909,0
4427,0
19296,1
470,0
1153,0
30173,0
32932,1
32164,1
6430,0
16406,0
31574,0
7275,0
36966,0
53629,0
52641,1
38076,0
52805,0
18416,1
663,0
37181,1
38815,0
26874,1
35578,1
48868,0
9966,0
744,0
46766,0
38813,1
47109,0
20189,1
